person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,Mercedes-Benz,,5989 куб.см,2000,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,Mercedes-Benz,,5989 куб.см,2000,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,TATA,LPT 613138,5675 куб.см,2006,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,TATA,LPT 613138,5675 куб.см,2005,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,YVEJIN,NJ 1062 PA,4087 куб.см,2005,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,YVEJIN,NJ 1062 PA,4087 куб.см,2005,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,ГАЗ,3307-12 СЛГ,4250 куб.см,2005,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,ГАЗ,3307-12 СЛГ,4250 куб.см,2004,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,ГАЗ,3307-12 СЛГ,4250 куб.см,2003,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,36,Автомобілі вантажні (спеціальні),декларант,,,,,ГАЗ,3307-12 СЛГ,4250 куб.см,2003,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Бушко Іван Іванович,55,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15758/2013,40,Автомобілі легкові,сім'я,,,,,Mercedes-Benz,"E250 COMPE ""B""",2143 куб.см,2013,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Зубко Геннадій Григорович,143,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15753/2013,4,Член сім'ї декларанта,декларант,,,,"дружина, Зубко Л.М.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Зубко Геннадій Григорович,143,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15753/2013,35,Автомобілі легкові,декларант,,,,,ВАЗ,2109,"1300 куб.см, 67 кВт",1989,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Зубко Геннадій Григорович,143,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15753/2013,40,Автомобілі легкові,сім'я,,,,,Toyota,RAV-4,2000 куб.см 110 кВт,2006,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Пономарьов Андрій Вікторович,19610,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15752/2013,4,Член сім'ї декларанта,декларант,,,,"дружина, Пономарьова Н.Б.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Пономарьов Андрій Вікторович,19610,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15752/2013,4,Член сім'ї декларанта,декларант,,,,"донька, Пономарьова У.А.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Пономарьов Андрій Вікторович,19610,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15752/2013,4,Член сім'ї декларанта,декларант,,,,"донька, Пономарьова П.А.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Пономарьов Андрій Вікторович,19610,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15752/2013,35,Автомобілі легкові,декларант,,,,,Volvo,XC 90,"3192, 179, 4807",2011,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Пономарьов Андрій Вікторович,19610,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15752/2013,40,Автомобілі легкові,сім'я,,,,,Nissan,Micra 1400 (B),3715,2004,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Риженков Олександр Миколайович,337,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15751/2013,4,Член сім'ї декларанта,декларант,,,,"дружина, Риженкова Н.Ю.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Риженков Олександр Миколайович,337,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15751/2013,35,Автомобілі легкові,декларант,,,,,Москвич,401,1070 куб.см,1955,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Риженков Олександр Миколайович,337,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15751/2013,35,Автомобілі легкові,декларант,,,,,Audi,A8,6299 куб.см,2011,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Риженков Олександр Миколайович,337,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15751/2013,35,Автомобілі легкові,декларант,,,,,Yukon,,6734 куб.см,1996,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Риженков Олександр Миколайович,337,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15751/2013,35,Автомобілі легкові,декларант,,,,,Lexus,LX 570,5663 куб.см,2010,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Риженков Олександр Миколайович,337,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15751/2013,40,Автомобілі легкові,сім'я,,,,,Audi,A6,2967 куб.см,2010,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Риженков Олександр Миколайович,337,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15751/2013,40,Автомобілі легкові,сім'я,,,,,Toyota,Camri,2995 куб.см,2003,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Омельченко Валерій Павлович,288,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15750/2013,4,Член сім'ї декларанта,декларант,,,,"дружина, Джарти Вікторія Василівна",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Омельченко Валерій Павлович,288,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15750/2013,4,Член сім'ї декларанта,декларант,,,,"син, Омельченко Василь Валерійович",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Омельченко Валерій Павлович,288,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15750/2013,4,Член сім'ї декларанта,декларант,,,,"син, Джарти Валерій Валерійович",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Омельченко Валерій Павлович,288,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15750/2013,4,Член сім'ї декларанта,декларант,,,,"донька, Омельченко Вероніка Валеріївна",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Омельченко Валерій Павлович,288,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15750/2013,35,Автомобілі легкові,декларант,,,,,Land Rover,,4999 куб.см,2010,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Омельченко Валерій Павлович,288,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15750/2013,35,Автомобілі легкові,декларант,,,,,BMW,X6,4315 куб.см,2011,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Омельченко Валерій Павлович,288,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15750/2013,40,Автомобілі легкові,сім'я,,,,,Bentley,Сontinental GT,3993 куб.см,2012,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Балога Павло Іванович,18,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15757/2013,4,Член сім'ї декларанта,декларант,,,,"дружина, Балога В.І.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Балога Павло Іванович,18,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15757/2013,4,Член сім'ї декларанта,декларант,,,,"донька, Балога В.П.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Балога Павло Іванович,18,,2013,Сайт ВРУ,http://gapp.rada.gov.ua/declview/Home/Main/15757/2013,4,Член сім'ї декларанта,декларант,,,,"син, Балога В.П.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
