person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,35,Автомобілі легкові,декларант,,,,,Mercedes-Benz,220,"2199 см3,150 кВт",1993,,,,,,,,нерозбірливо,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,35,Автомобілі легкові,декларант,,,,,Skoda,Octavia 1.9,"1896 см3, 130 кВт, 451 см",2006,,,,,,,,нерозбірливо,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,35,Автомобілі легкові,декларант,,,,,ГАЗ,3110,2445 см3,2002,,,,,,,,нерозбірливо,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,36,Автомобілі вантажні (спеціальні),декларант,,,,,МАЗ,5549,"11000 см3, 578.5 см",1980,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,49,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",декларант,,7000,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,5,Загальна сумма сукупного доходу,декларант,,309355,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,51145,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,14481,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,11145,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Апостол Михайло Володимирович,8,,2011,скан-копія,http://chesno.org/media/declaration/OVO_166_Apostol.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Апостол Надія Богданівна",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Ар'єв Володимир Ігорович,9,,2011,скан-копія,http://chesno.org/media/declaration/OVO_218_Aryev.pdf,10,матеріальна допомога,декларант,,35094.76,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Ар'єв Володимир Ігорович,9,,2011,скан-копія,http://chesno.org/media/declaration/OVO_218_Aryev.pdf,15,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",декларант,,8600,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Ар'єв Володимир Ігорович,9,,2011,скан-копія,http://chesno.org/media/declaration/OVO_218_Aryev.pdf,15.1,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",сім'я,,5000,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Ар'єв Володимир Ігорович,9,,2011,скан-копія,http://chesno.org/media/declaration/OVO_218_Aryev.pdf,21,Одержані (нараховані) з джерел за межами України декларантом (гривні),декларант,,7648.28,грн,,,,,,,,,,Австрія,євро,734,,Доходи декларанта,2,Відомості про доходи
Ар'єв Володимир Ігорович,9,,2011,скан-копія,http://chesno.org/media/declaration/OVO_218_Aryev.pdf,31,Квартири,сім'я,,149.1,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Ар'єв Володимир Ігорович,9,,2011,скан-копія,http://chesno.org/media/declaration/OVO_218_Aryev.pdf,33,Гаражі,сім'я,,20.1,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Ар'єв Володимир Ігорович,9,,2011,скан-копія,http://chesno.org/media/declaration/OVO_218_Aryev.pdf,35,Автомобілі легкові,декларант,,,,,Mercedes-Benz,GLK 350,3498 см3,2009,156000,грн,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Ар'єв Володимир Ігорович,9,,2011,скан-копія,http://chesno.org/media/declaration/OVO_218_Aryev.pdf,40,Автомобілі легкові,сім'я,,,,,BMW,X5 3.00D,"2998 см3, 180 кВт, 485.7 см,",2009,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
