person,Person_ID,position,declaration_year,source_type,source_link,index,point_title,declarer/family,no_data,numeric_value,unit_of_measures,family_member,transport_mark,transport_model,transport_description,transport_year,purchase_cost,unit_of_measures_purchase,rent_cost,unit_of_measures_rent,foreign_income_country,foreign_income_currency,foreign_currency_number,additional,block,chapter_num,chapter_name
Мальцев Володимир Олександрович,236,,2011,скан-копія,http://chesno.org/media/declaration/Maltsev_PR_30.pdf,4,Член сім'ї декларанта,декларант,,,,"батько, Мальцев О.В.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мальцев Володимир Олександрович,236,,2011,скан-копія,http://chesno.org/media/declaration/Maltsev_PR_30.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Мальцева Е.В.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мальцев Володимир Олександрович,236,,2011,скан-копія,http://chesno.org/media/declaration/Maltsev_PR_30.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Мальцева Е.В.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мальцев Володимир Олександрович,236,,2011,скан-копія,http://chesno.org/media/declaration/Maltsev_PR_30.pdf,4,Член сім'ї декларанта,декларант,,,,"мати, Мальцева І.О.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мальцев Володимир Олександрович,236,,2011,скан-копія,http://chesno.org/media/declaration/Maltsev_PR_30.pdf,4,Член сім'ї декларанта,декларант,,,,"син, Мальцев Р.В.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мармазов Євген Васильович,238,,2011,скан-копія,http://chesno.org/media/declaration/Marmazov_CPU_10.pdf,10,матеріальна допомога,декларант,,35827.84,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мармазов Євген Васильович,238,,2011,скан-копія,http://chesno.org/media/declaration/Marmazov_CPU_10.pdf,5,Загальна сумма сукупного доходу,декларант,,250619.05,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мармазов Євген Васильович,238,,2011,скан-копія,http://chesno.org/media/declaration/Marmazov_CPU_10.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,214791.21,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мармазов Євген Васильович,238,,2011,скан-копія,http://chesno.org/media/declaration/Marmazov_CPU_10.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Мармазова Тамара Леонідівна",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,16,дохід від відчуження рухомого та нерухомого майна,декларант,,479213,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,16.1,дохід від відчуження рухомого та нерухомого майна,сім'я,,1165070,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,17.1,дохід від провадження підприємницької та незалежної професійної діяльності,сім'я,,490918,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,25,Квартири,декларант,,521,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,34,Інше нерухоме майно,сім'я,,260,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,35,Автомобілі легкові,декларант,,,,,Toyota,Sequoia,"5700 см3, 284 кВт, 521 см",2010,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,40,Автомобілі легкові,сім'я,,,,,Mercedes-Benz,SL65,"5980 см3, 746 кВт",2010,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,11541834,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,49,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",декларант,,301690,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,5,Загальна сумма сукупного доходу,декларант,,734440,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,1658420,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,51,Сума коштів на рахунках у банках та інших фінансових установах,сім'я,,5178292,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,53,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",сім'я,,2500000,,,,,,,,,,,,,,,Фінансові активи сім’ї,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,56,Утримання зазначеного у розділах ІІІ–V майна,декларант,,60000,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,250364,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,62,Утримання зазначеного у розділах ІІІ–V майна,сім'я,,206264,,,,,,,,,,,,,,,Фінансові зобов’язання сім’ї,6,Відомості про фінансові забов'язання
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,9,"дивіденди, проценти",декларант,,4863,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,9.1,"дивіденди, проценти",сім'я,,2432,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Мартиненко К.М.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартиненко Микола Володимирович,239,,2011,скан-копія,http://chesno.org/media/declaration/Martynenko_VOB_17.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Мартиненко Г.В.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартинюк Адам Іванович,240,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_CPU_8.pdf,10,матеріальна допомога,декларант,,38837,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартинюк Адам Іванович,240,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_CPU_8.pdf,15,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",декларант,,213216,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартинюк Адам Іванович,240,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_CPU_8.pdf,23,Земельні ділянки,декларант,,1200,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартинюк Адам Іванович,240,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_CPU_8.pdf,5,Загальна сумма сукупного доходу,декларант,,487401,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартинюк Адам Іванович,240,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_CPU_8.pdf,56,Утримання зазначеного у розділах ІІІ–V майна,декларант,,40721,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Мартинюк Адам Іванович,240,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_CPU_8.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,235348,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартинюк Адам Іванович,240,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_CPU_8.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Мартинюк В.П.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартинюк Леонтій Святославович,241,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_VOS_11.pdf,5,Загальна сумма сукупного доходу,декларант,,14669,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартинюк Леонтій Святославович,241,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_VOS_11.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,124866,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Мартинюк Леонтій Святославович,241,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_VOS_11.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,14669,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартинюк Леонтій Святославович,241,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_VOS_11.pdf,6.1,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",сім'я,,124866,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Мартинюк Леонтій Святославович,241,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_VOS_11.pdf,4,Член сім'ї декларанта,декларант,,,,"батько, Мартинюк С.Л.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартинюк Леонтій Святославович,241,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_VOS_11.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Мартинюк І.В.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартинюк Леонтій Святославович,241,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_VOS_11.pdf,4,Член сім'ї декларанта,декларант,,,,"мати, Мартинюк М.М.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартинюк Леонтій Святославович,241,,2011,скан-копія,http://chesno.org/media/declaration/Martyniuk_VOS_11.pdf,4,Член сім'ї декларанта,декларант,,,,"син, Мартинюк С.Л.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,15,"страхові виплати, страхові відшкодування, викупні суми та пенсійні виплати, що сплачені декларанту за договором страхування, недержавного пенсійного забезпечення та пенсійного вкладу",декларант,,8258,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,16,дохід від відчуження рухомого та нерухомого майна,декларант,,1140000,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,18,дохід від відчуження цінних паперів та корпоративних прав,декларант,,2466401,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,19,дохід від передачі в оренду (строкове володіння та/або користування) майна,декларант,,290809,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,21,Одержані (нараховані) з джерел за межами України декларантом (гривні),декларант,,108274,грн,,,,,,,,,,Польща,злоті,46694,,Доходи декларанта,2,Відомості про доходи
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,23,Земельні ділянки,декларант,,600,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,23,Земельні ділянки,декларант,,1013,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,23,Земельні ділянки,декларант,,2974,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,23,Земельні ділянки,декларант,,6026,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,24,Житлові будинки,декларант,,496.4,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,25,Квартири,декларант,,55.4,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,25,Квартири,декларант,,113.3,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,28,Інше нерухоме майно,декларант,,32,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,28,Інше нерухоме майно,декларант,,99.6,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,28,Інше нерухоме майно,декларант,,452.6,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,35,Автомобілі легкові,декларант,,,,,BMW,X5,"2993 см3, 172 кВт, 4853 см",2011,342974,грн,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,35,Автомобілі легкові,декларант,,,,,KIA,Sportage,"1998 см3, 120 кВт, 4440 см",2011,90200,грн,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,48135,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,46,вкладених у звітному році,декларант,,48135,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,47,Номінальна вартість цінних паперів,декларант,,184,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,49,"Розмір внесків до статутного (складеного) капіталу товариства, підприємства, організації",декларант,,181060027,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,5,Загальна сумма сукупного доходу,декларант,,5175409,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,50,внесених у звітному році,декларант,,813375,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,54,Добровільне страхування,декларант,,97304,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,56,Утримання зазначеного у розділах ІІІ–V майна,декларант,,25090,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,57,Погашення основної суми позики (кредиту),декларант,,64748,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,58,Погашення суми процентів за позикою (кредитом),декларант,,19586,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,59,Інші не зазначені у розділах ІІІ–V витрати,декларант,,29168,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Мартиняк Сергій Васильович,242,,2011,скан-копія,http://chesno.org/media/declaration/OVO_020_Martyniak.pdf,9,"дивіденди, проценти",декларант,,1269941,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,25,Квартири,декларант,,62,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,25,Квартири,декларант,,120,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,30,Житлові будинки,сім'я,,220,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,31,Квартири,сім'я,,44,кв.м,,,,,,,,,,,,,,Нерухоме майно сім’ї,3,Відомості про нерухоме майно
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,37,Водні засоби,декларант,,,,,"Човен моторний ""Ладога 2""",,"підвісний мотор ""Вихрь М"" (два), 50 (2х25) к.с., 474 см",1991,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,40,Автомобілі легкові,сім'я,,,,,Mercedes-Benz,C200,"V-1.83, 160 к.с.",2006,,,,,,,,,Транспортні засоби сім’ї,4,Відомості про транспортні засоби
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,45,Сума коштів на рахунках у банках та інших фінансових установах,декларант,,694654,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,46,вкладених у звітному році,декларант,,694654,,,,,,,,,,,,,,,Фінансові активи декларанта,5,"Відомості про вклади в банках, цінні папери та інші активи"
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,5,Загальна сумма сукупного доходу,декларант,,2367727,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,56,Утримання зазначеного у розділах ІІІ–V майна,декларант,,15600,,,,,,,,,,,,,,,Фінансові зобов’язання декларанта,6,Відомості про фінансові забов'язання
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,2367727,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,62,Утримання зазначеного у розділах ІІІ–V майна,сім'я,,15400,,,,,,,,,,,,,,,Фінансові зобов’язання сім’ї,6,Відомості про фінансові забов'язання
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,4,Член сім'ї декларанта,декларант,,,,"донька, Мартовицька К.А.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Мартовицький Артур Володимирович,243,,2011,скан-копія,http://chesno.org/media/declaration/OVO_036_Martovytskyi.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Мартовицька М.Е.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,17.1,дохід від провадження підприємницької та незалежної професійної діяльності,сім'я,,468088,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,20.1,інши види доходів,сім'я,,133600,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,25,Квартири,декларант,,102.7,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,35,Автомобілі легкові,декларант,,,,,ЗАЗ,TF6940,1500 см3,2011,,,,,,,,,Транспортні засоби декларанта,4,Відомості про транспортні засоби
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,5,Загальна сумма сукупного доходу,декларант,,109521,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,5.1,Загальна сумма сукупного доходу,сім'я,,601688,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,6,"заробітна плата, інші виплати та винагороди, нараховані (виплачені) декларанту відповідно до умов трудового або цивільно-правового договору (крім виплат, зазначених у позиціях 7, 8)",декларант,,109479,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,9,"дивіденди, проценти",декларант,,42,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,4,Член сім'ї декларанта,декларант,,,,"дружина, Марцінків О.І.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Марцінків Руслан Романович,244,,2011,скан-копія,http://chesno.org/media/declaration/Marcinkiv_VOS_20.pdf,4,Член сім'ї декларанта,декларант,,,,"син, Марцінків С.Р.",,,,,,,,,,,,,Члени сім’ї,1,Загальні відомості
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,10,матеріальна допомога,декларант,,34850,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,16,дохід від відчуження рухомого та нерухомого майна,декларант,,87615,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,16.1,дохід від відчуження рухомого та нерухомого майна,сім'я,,61000,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,20,інши види доходів,декларант,,195438,грн,,,,,,,,,,,,,,Доходи декларанта,2,Відомості про доходи
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,20.1,інши види доходів,сім'я,,18416.38,грн,,,,,,,,,,,,,,Доходи сім'ї,2,Відомості про доходи
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,23,Земельні ділянки,декларант,,1000,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
Матвєєв Валентин Григорович,245,,2011,скан-копія,http://chesno.org/media/declaration/Matveev_CPU_9.pdf,23,Земельні ділянки,декларант,,1200,кв.м,,,,,,,,,,,,,,Нерухоме майно декларанта,3,Відомості про нерухоме майно
